source,target,source_name,target_name
41,770,Mary Williams,Wilbert Paul
607,1410,Sean Evans,Lanny Gallegos
247,875,Theresa Evans,Mary Martin
578,1383,Carl Aguilar,Annemarie Villa
758,1579,Martin Bates,Audra Avila
252,953,Jesse Anderson,Harold Cunningham
326,610,Raymond Martinez,Suzanne Byrd
576,1459,Johnnie Hale,Fermin Jacob
209,1028,Benjamin Kelly,Beatrice Francis
298,691,Bruce Campbell,Cody Larson
995,997,Theodore Jones,Della Fox
1,962,Tina Murphy,Christopher Saunders
418,1022,Willie Hernandez,Naomi Mclaughlin
1453,1503,Tinisha Russ,Joetta Allred
328,948,Russell Baker,Andrew Reed
849,1208,Leah Mcbride,Judith Romero
293,841,Doris Turner,Gayle Frazier
11,634,Albert Lewis,Penny Frank
904,1260,Gerard Clark,Joyce Malone
691,887,Cody Larson,Stephanie Ball
26,991,Sandra Sanchez,Al Bailey
697,967,Whitney Simon,Herman Vasquez
74,659,Ralph Bailey,Valerie Lopez
1181,1425,Ernestine Williamson,Dane Jeffrey
269,340,Eric Adams,Peter Sanders
19,723,Victor Campbell,Delia Townsend
357,1127,Jean Walker,Lee Moss
168,1111,Brenda Davis,Muriel Hicks
17,570,Diane Allen,Jaime Massey
188,946,Ruth Morgan,Warren Bridges
70,1299,Martin Collins,Fallon Lockett
30,94,Phyllis Hernandez,Clarence Diaz
976,1141,Gary Ortiz,Mercedes Simon
459,1031,Steven Jenkins,Kari Garza
194,1514,Fred Mitchell,Caprice Lemmon
453,1100,Joshua Stewart,Ebony Hunt
405,1060,Tina Gonzalez,Violet Valdez
541,804,Caleb Murphy,Yolanda Dean
918,1316,Stanley Porter,Noe Olsen
493,764,Matthew Price,Crystal Briggs
194,1105,Fred Mitchell,Ada Rios
624,838,Kathy Potter,Brandi Lowe
1311,1396,Evalyn Drew,Rema Tanner
928,1100,Alfredo Turner,Ebony Hunt
40,409,Donna Cox,Brandon Smith
598,1194,Ethel Douglas,Toni Spencer
1121,1235,Lisa Ramirez,Silvia Carroll
780,942,Tina Moore,Raymond Gonzales
9,252,Betty Hughes,Jesse Anderson
805,886,Paulette Bridges,Ernestine Wright
1119,1311,Lana Mack,Evalyn Drew
338,1500,Irene Scott,Tambra Daugherty
1049,1475,Willie Schneider,Reed Galvez
284,1529,Gloria Jones,Bettyann Maples
901,1497,Ignacio Larson,Britt Poirier
1236,1338,Alicia Barber,Fredia Banda
914,1287,Marty Rivera,Ethel Long
699,1362,Guadalupe Santos,Jeanelle Dickson
29,1159,Amanda Phillips,June Hawkins
277,995,Gregory Wright,Theodore Jones
334,483,Dorothy Watson,Ernest Collins
570,1248,Jaime Massey,Miriam Dixon
737,1245,Bobbie Mcdonald,Rebecca Ruiz
177,270,Judy Clark,Virginia Gray
134,803,Marie Collins,Irma Gregory
807,1340,Bessie Welch,Karri Wilhelm
20,701,Steve Powell,Benny Terry
681,1121,Randal Hudson,Lisa Ramirez
219,910,Wayne Watson,Jacob Lopez
634,860,Penny Frank,Billie Blake
1046,1442,Lana Rhodes,Cleopatra Collazo
1294,1464,Marta Dennis,Margene Conyers
292,751,Andrew Flores,Jasmine Hogan
986,1168,Adrian Phillips,Courtney Gomez
200,1162,Dorothy Bell,Dorothy Guerrero
97,246,Kevin Morgan,Brenda Phillips
237,406,Charles Martinez,Jack Hughes
106,740,Roger Taylor,Donald Massey
753,1454,Hugo Torres,Gwyn Meade
25,523,Stephen Lee,Flora Huff
875,1071,Mary Martin,Sandra Moran
239,595,Kenneth Ross,Brandy Harmon
418,1241,Willie Hernandez,Leona Schneider
504,1015,Earnest Joseph,Suzanne Simon
1374,1429,Shemeka Folse,Crista Vickers
354,1485,Julie Henderson,Lavona Linares
142,928,Richard Stewart,Alfredo Turner
350,957,Philip Torres,Milton Steele
763,1275,Lionel Vaughn,Jessica Kim
471,609,Marie Young,Yolanda Elliott
1438,1593,Loria Scoggins,Ozella Mcbee
346,1252,Linda Murphy,Melinda Knight
1023,1351,Leigh Daniel,Piedad Southerland
282,822,Matthew Roberts,Carla Arnold
258,465,Jacqueline Johnson,Kathy Diaz
396,1073,Tina Martin,Agnes Shelton
200,1018,Dorothy Bell,Angelina Todd
26,487,Sandra Sanchez,Benjamin Sanchez
430,1331,Marilyn Alexander,Raisa Marvin
991,1547,Al Bailey,Korey Shumate
269,968,Eric Adams,Duane Hamilton
145,444,Shawn Harris,Martin Johnson
300,992,Nancy Morris,Gerardo Terry
758,787,Martin Bates,Russell James
57,1234,Cynthia Roberts,Maggie Lane
520,995,Douglas Reyes,Theodore Jones
257,1179,Steven Coleman,Bonnie Parsons
1173,1560,Claudia Shaw,Oneida Arias
291,763,Lillian Rogers,Lionel Vaughn
754,902,Alonzo Garner,Jose Peterson
207,275,Donna Powell,Joshua Jackson
546,644,Keith Dean,Ted Lyons
174,1001,Rebecca Jenkins,Sue Rodriquez
314,746,Phillip Russell,Colleen Schneider
661,1119,Janis Ray,Lana Mack
557,1556,Wallace Griffin,Joannie Jernigan
23,948,Lori Anderson,Andrew Reed
168,283,Brenda Davis,Elizabeth Thomas
596,1484,Jesse Buchanan,Narcisa Clarkson
276,1314,Rachel Barnes,Tomoko Kimble
954,963,Pete Perez,Edgar Hodges
288,1139,Lori Parker,Maria Frazier
487,1577,Benjamin Sanchez,Ji Leach
14,1128,Sean White,Silvia Garner
904,1371,Gerard Clark,Bud Menard
499,1551,Ronald Gregory,Xochitl Runyon
50,413,Lois Smith,Howard Barnes
153,685,Ann Johnson,Doyle Morales
1203,1295,Jody Arnold,Kelley Tate
1003,1004,Janie Anderson,Amelia Peters
927,1360,Neil Wong,Robert Blackburn
210,810,Dennis Lopez,Mandy Lawrence
562,1527,Margarita Weber,Amado Tirado
500,649,Garry Glover,Mae Francis
1514,1565,Caprice Lemmon,Alane Bartels
631,1218,Percy Pierce,Diana Cruz
226,1578,Sandra Brown,Briana Willey
456,1100,Dorothy Carter,Ebony Hunt
379,1262,Sara Griffin,Kristin Sanders
395,712,Sarah Mitchell,Cynthia Singleton
427,1073,Jeffrey Butler,Agnes Shelton
3,1240,Walter Flores,Geneva Matthews
1067,1519,Alexis Vargas,Tamisha Nunes
676,731,Meghan Ortega,Marion Palmer
1388,1425,Nedra Moseley,Dane Jeffrey
901,1078,Ignacio Larson,Pat Marshall
1320,1556,Britta Shannon,Joannie Jernigan
27,129,Louise Butler,Phillip White
576,1138,Johnnie Hale,Brandy Wade
804,916,Yolanda Dean,Garry Norton
269,343,Eric Adams,Kevin Long
662,1061,Johnathan Simpson,Angela Armstrong
1517,1575,Larisa Kovach,Nolan Larkin
470,482,Arthur Turner,Joe White
154,362,Lori King,Virginia Patterson
126,1575,Anne Alexander,Nolan Larkin
267,1322,Sean Griffin,Genia Keaton
1098,1479,Nora Reid,Myrtie Waldron
495,1329,Wanda Phillips,Emery Lunsford
119,404,Bruce Morris,Janice Reed
586,693,Felipe Wong,Karl Quinn
1433,1469,Vivien Olivo,Vina Carlos
567,1583,Carrie Figueroa,Adell Lilly
192,245,Ralph Wright,Kimberly Washington
569,1278,Luke Sharp,Tamara Perkins
761,1039,Raymond Swanson,Henrietta Brown
164,820,Doris Martinez,Carole Palmer
1352,1480,Deja Marcum,Erich Goldman
45,82,Jack Martin,Stephanie Walker
831,991,Sheri Morales,Al Bailey
1078,1277,Pat Marshall,Charlotte Baldwin
201,824,Edward Harris,Michelle Edwards
263,1473,Louise Hall,Celsa Getz
262,425,Rebecca Howard,Ryan Miller
375,1534,Joseph Bennett,Kerrie Croft
672,1083,Kelly Klein,Bridget Carpenter
240,1489,Ruth Alexander,Ellie Lebron
199,405,Joseph Perez,Tina Gonzalez
1099,1299,Karla Wong,Fallon Lockett
481,1286,Timothy Lee,Marguerite Neal
199,1308,Joseph Perez,Joya Freedman
475,1063,Ronald Murphy,Gertrude Fisher
1137,1591,Naomi Banks,Lane Fusco
1502,1557,Krystle Hardin,Taina Tubbs
1376,1464,Isaura Lemus,Margene Conyers
1169,1251,Sherri Ruiz,Kristine Schultz
183,1220,Nicholas Nelson,Jessie Hart
767,1091,Bonnie Hubbard,Geraldine Colon
194,1458,Fred Mitchell,Shanta Mcpherson
1314,1489,Tomoko Kimble,Ellie Lebron
772,1206,Brandon Morton,Sabrina Love
1154,1271,Ana Quinn,Jennie Rios
1001,1029,Sue Rodriquez,Juana Warner
399,844,Stephen Gonzales,Christy Dunn
53,1339,Joshua Peterson,Anderson Cordell
405,595,Tina Gonzalez,Brandy Harmon
98,1261,Jessica Adams,Margaret Frank
190,1344,Aaron Rogers,Kirsten Hibbard
143,1003,Howard Young,Janie Anderson
1061,1165,Angela Armstrong,Edith Fields
690,1401,Gregory Newton,Mika Aranda
360,443,Melissa Parker,Julia Allen
20,1198,Steve Powell,Shirley Olson
271,780,Richard Hernandez,Tina Moore
372,683,David Garcia,Gretchen Stone
1484,1527,Narcisa Clarkson,Amado Tirado
71,197,Anne Jackson,Gerald Griffin
1217,1412,Leah Miller,Normand Conklin
216,435,Jessica Miller,Christina Cox
459,1096,Steven Jenkins,Alberta Wise
847,1092,Shelley Cortez,Bethany Underwood
376,1327,Thomas Brooks,Rebeca Lauer
680,1064,Virginia Holt,Dawn Powell
600,955,Eunice Becker,Nicolas Romero
370,1167,Donald Nelson,Vivian Underwood
835,858,Frances Carpenter,Dianne Cooper
139,1005,Craig Gonzalez,Darla Huff
633,1397,Velma Simon,Edison Boothe
730,921,Shari Harper,Billy Fletcher
794,1351,Elsa Murray,Piedad Southerland
861,1404,Jennie Howard,Rachell Broussard
343,1415,Kevin Long,Clarita Coates
782,1111,Shirley Lane,Muriel Hicks
49,968,Joan Long,Duane Hamilton
1202,1325,Rosalie Welch,Natalya Espino
294,619,Sara Bailey,Nicolas Roy
118,1476,Gary Edwards,Vernetta Swann
520,553,Douglas Reyes,Molly Chavez
484,1045,Diana Coleman,Michelle Washington
162,765,Sara Barnes,Lila Berry
738,1535,Guy Nunez,Nickie Laflamme
345,966,Gary Cooper,Domingo Wallace
23,915,Lori Anderson,Kelly Foster
630,1364,Jake Ward,Tyisha Maness
724,1142,Allison Hall,Lynette Baker
906,1268,Wilbur Blair,Brittany Silva
159,1370,Andrew Henderson,Retta Echols
154,1026,Lori King,Lucia Buchanan
643,1303,Norman Bryant,Almeda Pfeifer
42,556,Lisa Thomas,Jacob Ramirez
686,1524,Joshua Alexander,Sharda Zamora
203,473,Billy Collins,Jessica Flores
763,990,Lionel Vaughn,Timmy Garner
3,1122,Walter Flores,Jenna James
369,505,Earl Bryant,Alexandra Steele
383,1343,Janice Anderson,Tilda Harter
221,1430,Beverly Morgan,Tanna Withrow
207,363,Donna Powell,Stephanie Diaz
1341,1461,Edelmira Tillman,Isabelle Roper
758,1140,Martin Bates,Constance Parks
350,528,Philip Torres,Victoria Benson
1190,1557,Melanie Elliott,Taina Tubbs
740,1500,Donald Massey,Tambra Daugherty
14,313,Sean White,Joan Thomas
1066,1521,Molly Johnson,Kerstin Hahn
657,1502,Jessie Vega,Krystle Hardin
132,979,Lawrence Anderson,Kenneth Stephens
51,1283,Ryan Watson,Lorene Casey
344,453,Louise Barnes,Joshua Stewart
308,1470,Marilyn Harris,Dacia Loyd
335,404,Angela Wood,Janice Reed
261,1358,Janet King,Truman Hindman
890,1417,Sherry Marshall,Charissa Mcgowan
78,1273,Brian Gonzalez,Angie Hudson
92,125,Andrew Washington,Nicole Perry
49,163,Joan Long,Lillian Hill
388,761,Ann Cook,Raymond Swanson
104,1002,Nancy Watson,Lori Watkins
641,712,Erick Flowers,Cynthia Singleton
760,1078,Kenneth Tucker,Pat Marshall
921,995,Billy Fletcher,Theodore Jones
214,1282,Ernest Brooks,Brooke Chambers
883,1148,Wilma Olson,Ella Hammond
153,894,Ann Johnson,Kellie Willis
690,982,Gregory Newton,Benjamin May
1044,1102,Sharon Wilkerson,Hazel Stewart
6,844,Linda Martinez,Christy Dunn
1483,1558,Edyth Tomlinson,Minta Moe
404,1150,Janice Reed,Maureen Curry
329,1385,Andrea Perez,Ping Curtin
1179,1555,Bonnie Parsons,Carol Lowery
859,1056,Sandy Foster,Melba Gonzales
1153,1274,Pat Roberson,Grace Luna
829,1442,Teresa Sullivan,Cleopatra Collazo
180,1033,Joshua Scott,Natasha Patton
71,1355,Anne Jackson,Corina Towns
251,1551,Sharon Bryant,Xochitl Runyon
94,435,Clarence Diaz,Christina Cox
368,824,Kelly Smith,Michelle Edwards
595,866,Brandy Harmon,Becky Gutierrez
383,1212,Janice Anderson,Muriel Houston
1366,1503,Madaline Weller,Joetta Allred
912,1067,Jorge Peters,Alexis Vargas
670,1125,Dean Cross,Margarita Delgado
290,904,Douglas Cook,Gerard Clark
521,1182,Glenda Sutton,Roxanne Rowe
1505,1581,Shawnee Sotelo,Remedios Delagarza
66,867,Craig Brooks,Valerie Mendoza
80,536,Gregory Ross,Margie Little
244,1282,Shawn Clark,Brooke Chambers
315,1571,Wanda Powell,Shonna Beauchamp
362,371,Virginia Patterson,Ronald Evans
1007,1341,Kristin Berry,Edelmira Tillman
199,722,Joseph Perez,Pauline Kelley
1107,1428,Ellen Bishop,Summer Lachance
193,562,John Diaz,Margarita Weber
39,504,Robert Cooper,Earnest Joseph
427,729,Jeffrey Butler,Emmett Austin
534,712,Archie Jensen,Cynthia Singleton
398,702,Jerry Davis,Naomi Baker
518,1113,Annette Ramos,Christina Tate
205,1327,Irene Perry,Rebeca Lauer
111,609,Phyllis Reed,Yolanda Elliott
267,1122,Sean Griffin,Jenna James
499,1508,Ronald Gregory,Margarett Armijo
890,1021,Sherry Marshall,Fannie Peterson
398,1196,Jerry Davis,Norma Kelley
851,1587,Marguerite King,Karole Grier
654,1567,Carlos Jones,Bobbye Crosby
212,1600,John Diaz,Floy Hood
1325,1506,Natalya Espino,Thanh Regan
925,1127,Abraham Daniels,Lee Moss
71,1103,Anne Jackson,Rosie Newton
1577,1578,Ji Leach,Briana Willey
689,887,Matthew Higgins,Stephanie Ball
211,997,Maria Sanders,Della Fox
760,1176,Kenneth Tucker,Grace Kim
966,1424,Domingo Wallace,Ali Bergeron
228,1315,Jose Walker,Lynelle Ferry
1000,1157,Jasmine Chapman,Sheryl Guzman
1064,1587,Dawn Powell,Karole Grier
52,186,Johnny Richardson,Diane Lopez
1180,1353,Hannah Neal,Jamila Abreu
395,934,Sarah Mitchell,Lyle Yates
1325,1591,Natalya Espino,Lane Fusco
283,842,Elizabeth Thomas,April Evans
51,1273,Ryan Watson,Angie Hudson
203,1487,Billy Collins,Adolfo Dewey
4,1049,Edward Torres,Willie Schneider
1020,1480,Mandy Doyle,Erich Goldman
1368,1440,Wally Bankston,Carlos Nadeau
810,1527,Mandy Lawrence,Amado Tirado
595,1373,Brandy Harmon,Lashanda Kimmel
323,914,Sean Collins,Marty Rivera
155,958,Eugene Turner,Miguel Klein
523,939,Flora Huff,Elias Silva
850,1334,Jaime Smith,Deangelo Boykin
478,1462,Andrew Garcia,Bonita Burleson
526,1359,Raymond Chapman,Tanisha Conklin
72,923,Evelyn Brown,Lowell Burke
887,1401,Stephanie Ball,Mika Aranda
279,844,Tammy Moore,Christy Dunn
457,1259,Rebecca Perez,Shelly Gray
255,1390,Robert Morris,Tova Florence
20,1407,Steve Powell,Consuelo Matheny
287,439,Michael Thompson,Lisa Ward
514,1421,Benny Diaz,Dennis Sandlin
45,268,Jack Martin,Ann Ramirez
701,1476,Benny Terry,Vernetta Swann
231,1590,Martin Edwards,Demetrius Forbes
94,1472,Clarence Diaz,Elinor Hayden
927,1330,Neil Wong,Yuk Hamrick
898,1532,Eduardo Hammond,Nidia Mccarter
516,1201,Silvia Mcgee,Minnie Hodges
394,1324,Nicole Kelly,Weston Belanger
585,1566,Reginald Phillips,Kyla Keeton
511,1351,Angelica Howard,Piedad Southerland
198,891,Diana Powell,Casey Reeves
260,686,Arthur Davis,Joshua Alexander
102,249,Carl Ramirez,Ryan Martin
525,877,Colleen Wilkerson,Ellen Huff
440,1327,Jason Wilson,Rebeca Lauer
49,130,Joan Long,Bobby Sanchez
183,1033,Nicholas Nelson,Natasha Patton
1015,1155,Suzanne Simon,Charlene Stevens
652,1103,Kelli Turner,Rosie Newton
780,1023,Tina Moore,Leigh Daniel
167,1174,Jennifer Jackson,Lucy Walsh
63,1462,Anthony Edwards,Bonita Burleson
105,1199,Chris Rivera,Gladys Larson
566,1179,Kristine Ross,Bonnie Parsons
532,1037,Lee Rowe,Jill Greene
1424,1439,Ali Bergeron,Carmel Knutson
822,876,Carla Arnold,Vivian Harris
525,998,Colleen Wilkerson,Patty Rogers
179,590,Cynthia Miller,Tasha Knight
834,850,Cassandra Sherman,Jaime Smith
178,545,Keith Simmons,Alison Craig
731,1103,Marion Palmer,Rosie Newton
1112,1581,Ora Bass,Remedios Delagarza
190,748,Aaron Rogers,Bennie Phelps
142,479,Richard Stewart,Michael Hall
1170,1293,Helen Figueroa,Carrie Saunders
270,1302,Virginia Gray,Deandre Ferris
323,374,Sean Collins,Jack Bell
173,1598,Steven Thomas,Florance Trice
518,995,Annette Ramos,Theodore Jones
767,1025,Bonnie Hubbard,Cecelia Cole
1528,1532,Aleshia Barham,Nidia Mccarter
215,957,Ralph Long,Milton Steele
754,826,Alonzo Garner,Cora Gomez
812,947,Joanne Fitzgerald,Ronald Sharp
1152,1510,Nichole Watson,Karma Marcus
188,1089,Ruth Morgan,Faith Carter
426,1406,Wayne Walker,Mallory Schubert
383,770,Janice Anderson,Wilbert Paul
357,1535,Jean Walker,Nickie Laflamme
1083,1410,Bridget Carpenter,Lanny Gallegos
1204,1291,Emma Poole,Melody Yates
224,1042,Frances Lewis,Gwendolyn Schultz
1206,1517,Sabrina Love,Larisa Kovach
894,1022,Kellie Willis,Naomi Mclaughlin
74,1103,Ralph Bailey,Rosie Newton
268,1197,Ann Ramirez,Lindsay Lyons
188,1125,Ruth Morgan,Margarita Delgado
430,738,Marilyn Alexander,Guy Nunez
190,640,Aaron Rogers,Alejandro Reid
570,861,Jaime Massey,Jennie Howard
111,1250,Phyllis Reed,Toni Simon
428,1451,Kevin Howard,Maudie Beaudoin
90,818,Ruby Lopez,Olive Estrada
34,1152,Phillip Wood,Nichole Watson
550,1068,Jackie Horton,Ann George
149,724,Matthew Smith,Allison Hall
168,966,Brenda Davis,Domingo Wallace
456,1024,Dorothy Carter,Tanya Ortiz
199,1219,Joseph Perez,Myra Mcdaniel
79,1074,Charles Hill,Roxanne Vaughn
145,1248,Shawn Harris,Miriam Dixon
991,1039,Al Bailey,Henrietta Brown
128,521,Angela Garcia,Glenda Sutton
385,1080,Susan Ramirez,Maxine Cross
402,495,Brian Watson,Wanda Phillips
579,1360,Garrett Myers,Robert Blackburn
546,1183,Keith Dean,Tasha Owens
820,1157,Carole Palmer,Sheryl Guzman
34,1188,Phillip Wood,Bernice Jefferson
383,927,Janice Anderson,Neil Wong
13,311,Kathleen Coleman,Bonnie Gray
60,1289,Christine Howard,Lela Sutton
906,1346,Wilbur Blair,Hsiu Alcorn
275,985,Joshua Jackson,Kim Marsh
240,353,Ruth Alexander,Patrick White
847,1556,Shelley Cortez,Joannie Jernigan
58,233,Rachel Ward,Donald Young
133,1130,Jerry Hall,Hattie May
1141,1508,Mercedes Simon,Margarett Armijo
364,1142,Joe Alexander,Lynette Baker
120,1456,Brian Hughes,Bunny Barrera
110,917,Paula Long,Tommie Fields
830,1243,Candace Harvey,Desiree Robbins
596,747,Jesse Buchanan,Vincent Francis
455,808,David Richardson,Latoya Erickson
854,1271,Vera Sanchez,Jennie Rios
1321,1560,Meg Cable,Oneida Arias
596,1421,Jesse Buchanan,Dennis Sandlin
881,916,Allison Jennings,Garry Norton
632,849,Margie Rodriguez,Leah Mcbride
626,775,Molly Murray,Seth Daniels
133,1022,Jerry Hall,Naomi Mclaughlin
389,948,Shawn Foster,Andrew Reed
1123,1581,Jill Mann,Remedios Delagarza
24,1344,Jerry Moore,Kirsten Hibbard
120,1577,Brian Hughes,Ji Leach
896,1044,Karla Schmidt,Sharon Wilkerson
610,1441,Suzanne Byrd,Adena Mobley
113,1538,Kimberly Bailey,Sachiko Holiday
864,1586,Claire Hardy,Natashia Glynn
516,1168,Silvia Mcgee,Courtney Gomez
294,1204,Sara Bailey,Emma Poole
332,1496,Brenda Gonzalez,Isa Hager
1365,1379,Kathrin Himes,Callie Mcreynolds
54,1488,Martha Kelly,Lizzette Sherwood
105,1045,Chris Rivera,Michelle Washington
1093,1594,Holly Hunt,Carolynn Stacey
62,1083,Jason Gray,Bridget Carpenter
32,566,Thomas Ramirez,Kristine Ross
71,1577,Anne Jackson,Ji Leach
893,1011,Stacey Richards,Valerie Sparks
697,1365,Whitney Simon,Kathrin Himes
580,780,Darrell Russell,Tina Moore
113,262,Kimberly Bailey,Rebecca Howard
1331,1502,Raisa Marvin,Krystle Hardin
356,806,Diana Roberts,Anne Nash
1189,1418,Teresa Conner,Clementine Wendt
53,625,Joshua Peterson,Marco Warner
189,220,Katherine Moore,Kevin Lee
129,355,Phillip White,Albert Cox
300,353,Nancy Morris,Patrick White
144,1417,Mildred Allen,Charissa Mcgowan
716,1234,Rogelio Gibbs,Maggie Lane
1101,1570,Eloise Miles,Andre Wilbanks
356,662,Diana Roberts,Johnathan Simpson
765,1584,Lila Berry,Merrill Littlefield
369,452,Earl Bryant,Linda Washington
193,784,John Diaz,Clifford Porter
662,854,Johnathan Simpson,Vera Sanchez
1039,1595,Henrietta Brown,Paige Hopson
1190,1239,Melanie Elliott,Rachael Riley
444,1269,Martin Johnson,Tina Gross
1488,1570,Lizzette Sherwood,Andre Wilbanks
987,1139,Everett James,Maria Frazier
646,846,Pauline Tate,Thelma Bowman
119,426,Bruce Morris,Wayne Walker
333,386,Kathy Reed,Diane Ward
911,1266,Seth Webb,Andrea Mccarthy
785,1190,Valerie Dawson,Melanie Elliott
919,1041,Drew Poole,Shelia Santos
911,1037,Seth Webb,Jill Greene
416,649,Gregory Perry,Mae Francis
573,1041,Esther Mcbride,Shelia Santos
1000,1523,Jasmine Chapman,Judie Meacham
933,1204,Lamar Strickland,Emma Poole
219,778,Wayne Watson,Glenda Myers
555,584,Vincent Caldwell,Joseph Phelps
773,1072,Sophie Reese,Angie Ross
63,647,Anthony Edwards,Lynette Terry
152,459,David James,Steven Jenkins
1046,1081,Lana Rhodes,Jennie Terry
843,1396,Ida Patterson,Rema Tanner
909,1341,Sheldon Curry,Edelmira Tillman
185,227,Albert Peterson,Fred Hill
119,956,Bruce Morris,Luis Tucker
412,1209,Raymond Long,Joan Vasquez
687,1148,Kevin Pratt,Ella Hammond
430,1343,Marilyn Alexander,Tilda Harter
113,504,Kimberly Bailey,Earnest Joseph
449,1356,Ralph Cook,Tanika South
1161,1333,Patsy Fowler,Scottie Hamel
764,1368,Crystal Briggs,Wally Bankston
365,868,Mark Gonzales,Agnes Thomas
637,1147,Darin Garrett,Faye Norman
269,751,Eric Adams,Jasmine Hogan
252,1485,Jesse Anderson,Lavona Linares
344,665,Louise Barnes,Juan Santos
151,1024,Tammy Robinson,Tanya Ortiz
660,1167,Cecilia Washington,Vivian Underwood
519,1191,Gustavo Gibson,Melba Long
1066,1589,Molly Johnson,Evelyne Rapp
1436,1537,Jeanie Trout,Frank Michael
1003,1124,Janie Anderson,Kate Sharp
816,889,Denise Montgomery,Willie Taylor
276,387,Rachel Barnes,Steven Williams
373,728,Alan Green,Tami Hamilton
351,1055,Judy Stewart,Allison Patrick
235,1252,Ashley Mitchell,Melinda Knight
205,214,Irene Perry,Ernest Brooks
882,1508,Eileen Swanson,Margarett Armijo
299,1273,Sandra James,Angie Hudson
243,1372,Phyllis Torres,Marylee Rosa
128,1571,Angela Garcia,Shonna Beauchamp
500,805,Garry Glover,Paulette Bridges
334,593,Dorothy Watson,Jeffery Robbins
312,1508,Bruce Flores,Margarett Armijo
226,1325,Sandra Brown,Natalya Espino
198,1077,Diana Powell,Leticia Mitchell
237,1334,Charles Martinez,Deangelo Boykin
387,1013,Steven Williams,Wanda Tucker
542,658,Clifton Boone,Essie Bowers
663,768,Emmett Alvarez,Jennifer Watkins
396,424,Tina Martin,Scott Moore
142,1182,Richard Stewart,Roxanne Rowe
385,674,Susan Ramirez,Dana Rhodes
121,1159,Sarah Kelly,June Hawkins
382,1163,Carol Carter,Wanda Williams
703,840,Nancy Lloyd,Alexandra Richardson
251,1354,Sharon Bryant,Micah Fay
132,759,Lawrence Anderson,Clayton Freeman
306,795,Michelle King,Ollie Ball
184,806,Kenneth Cox,Anne Nash
81,268,Kathy Barnes,Ann Ramirez
284,893,Gloria Jones,Stacey Richards
858,1537,Dianne Cooper,Frank Michael
364,736,Joe Alexander,Calvin Copeland
262,954,Rebecca Howard,Pete Perez
862,1507,Jo Cunningham,Ester Duvall
601,1323,Tommy Holland,Renae Darling
139,1557,Craig Gonzalez,Taina Tubbs
117,901,Amy Gray,Ignacio Larson
233,667,Donald Young,Salvatore Munoz
492,778,Juan Gray,Glenda Myers
80,159,Gregory Ross,Andrew Henderson
821,1362,Della Jackson,Jeanelle Dickson
223,1556,Anna Garcia,Joannie Jernigan
891,932,Casey Reeves,Hector Patton
396,810,Tina Martin,Mandy Lawrence
203,266,Billy Collins,Teresa Murphy
854,1130,Vera Sanchez,Hattie May
329,491,Andrea Perez,Julie Simmons
282,1462,Matthew Roberts,Bonita Burleson
975,1011,Sammy Williamson,Valerie Sparks
860,1210,Billie Blake,Norma Bryant
742,809,Lula Sherman,Lynn Hines
29,1282,Amanda Phillips,Brooke Chambers
612,699,Nick Kim,Guadalupe Santos
699,1521,Guadalupe Santos,Kerstin Hahn
264,281,Roger Nelson,Peter Cox
190,1235,Aaron Rogers,Silvia Carroll
342,1369,Annie Jenkins,Troy Lu
1077,1409,Leticia Mitchell,Jaleesa Edmondson
937,1020,Angelo Obrien,Mandy Doyle
282,680,Matthew Roberts,Virginia Holt
810,1065,Mandy Lawrence,Glenda Jennings
262,1376,Rebecca Howard,Isaura Lemus
274,447,Catherine Jenkins,Diane Ramirez
54,264,Martha Kelly,Roger Nelson
397,1012,Anne Rodriguez,Shelley Powers
544,945,Peter Bowers,Wendell Wilkins
585,983,Reginald Phillips,Philip Boone
662,1495,Johnathan Simpson,Judie Richter
1193,1211,Bridget Moran,Leticia Garrett
733,881,Cecelia Gibson,Allison Jennings
360,1273,Melissa Parker,Angie Hudson
766,878,Dan Sutton,Pam Guzman
650,1341,Carrie Adams,Edelmira Tillman
1031,1478,Kari Garza,Hank Mahan
141,826,Jane Foster,Cora Gomez
474,886,Jane Campbell,Ernestine Wright
540,1060,Moses Simpson,Violet Valdez
1379,1486,Callie Mcreynolds,Cristopher Renfro
705,755,Sandy Houston,Alfred Romero
371,1404,Ronald Evans,Rachell Broussard
1034,1339,Carol Carson,Anderson Cordell
876,902,Vivian Harris,Jose Peterson
766,1408,Dan Sutton,Chantelle Graf
342,443,Annie Jenkins,Julia Allen
79,478,Charles Hill,Andrew Garcia
655,674,Jonathon Singleton,Dana Rhodes
770,1378,Wilbert Paul,Monet Limon
828,1499,Elaine Peterson,Joanie Barr
821,1460,Della Jackson,Thao Montero
328,953,Russell Baker,Harold Cunningham
657,863,Jessie Vega,Brandy Adams
900,1524,Glenn Martinez,Sharda Zamora
186,869,Diane Lopez,Kay Parker
148,577,Carolyn Ross,Krystal Manning
617,647,Woodrow Hampton,Lynette Terry
721,1113,Marcos Guzman,Christina Tate
194,315,Fred Mitchell,Wanda Powell
678,1151,Sally Massey,Monica Luna
276,1028,Rachel Barnes,Beatrice Francis
343,789,Kevin Long,Shelia Manning
144,314,Mildred Allen,Phillip Russell
74,893,Ralph Bailey,Stacey Richards
308,831,Marilyn Harris,Sheri Morales
338,1348,Irene Scott,Shad Derr
250,1235,Cynthia Ward,Silvia Carroll
